Name,CMP,ATH%,PE,EPS,PB,MCap,ROCE%,ROE%,Sales_Grwth%,Profit_Grwth%,MedPE,ROCE_5Yr%,ROE_5Yr%,Debt2EqR,PAT_12M,CFO_2_EBITDA%,CapType,Symbol,Latest,Category
https://www.screener.in/company/IRB/consolidated/,51.65,51.31,31.24,10.73,1.57,31191.43,7.82,5.95,2.76,68.18,30.28,0.19,4.63,1.04,6480.68,50.72,SC,IRB,1,SC
https://www.screener.in/company/TATATECH/consolidated/,758.45,84.59,45.42,16.69,8.6,30743.81,25.8,19.91,1,-0.36,60.33,0.44,19.9,0.07,676.95,65.83,SC,TATATECH,1,SC
https://www.screener.in/company/APOLLOTYRE/consolidated/,471.2,24.13,24.07,17.66,2.03,29935.67,11.38,8.68,2.94,-28.95,19.48,0.36,8.65,0.3,1121.32,49.81,SC,APOLLOTYRE,1,SC
https://www.screener.in/company/IGL/consolidated/,210.6,43.4,17.22,12.27,2.78,29502.45,21.43,16.92,6.63,-11.78,18.67,0.98,19.93,0.01,1713.01,82.39,SC,IGL,1,SC
https://www.screener.in/company/ISEC/consolidated/,896.2,2.93,15.01,59.7,5.38,29148.63,18.19,41.55,25.4,14.52,14.95,24,50.22,3.89,1941.45,-39.87,SC,ISEC,1,SC
https://www.screener.in/company/ANGELONE/consolidated/,3217,21.24,24.84,129.81,5.17,29111.43,25.8,27.07,22.63,4.14,19.39,1.09,37.24,0.61,1172.08,-93.4,SC,ANGELONE,1,SC
https://www.screener.in/company/ASTERDM/consolidated/,578.25,5.4,72.42,107.66,8.43,28889.26,10.68,10.48,11.88,208.85,40.12,0.14,8.76,0.59,5407.89,47.55,SC,ASTERDM,1,SC
https://www.screener.in/company/PNBHOUSING/,1104.9,28.76,14.75,74.98,1.71,28741.08,9.45,12.27,8.83,27.58,13.4,0.83,11.03,3.7,1948.95,-114.29,SC,PNBHOUSING,1,SC
https://www.screener.in/company/SUVENPHAR/consolidated/,1125.15,20.87,102.87,10.97,14.48,28699.2,18.78,14.11,-10.22,-24.77,32.85,36.47,26.39,0.02,279.41,84.77,SC,SUVENPHAR,0,SC
https://www.screener.in/company/BANDHANBNK/,173.55,327.43,10.19,17.04,1.15,27968.47,7.83,11.94,16.32,23.14,15.08,1.17,9.92,6.66,2745.3,19.55,SC,BANDHANBNK,1,SC
https://www.screener.in/company/JYOTICNC/consolidated/,1216.2,23.69,85.75,13.9,16.4,27682.84,24.35,21.16,35.8,114.31,107.8,0.25,12.83,0.29,316.01,-20.86,SC,JYOTICNC,1,SC
https://www.screener.in/company/STARHEALTH/,470,100,42.76,10.99,3.88,27618.09,11.93,9.57,14.83,-23.58,41.03,0.22,-0.05,0.07,645.86,160.11,SC,STARHEALTH,1,SC
https://www.screener.in/company/IKS/consolidated/,1609.7,36.05,56.77,28.33,15.43,27592.18,27.22,32.98,46.54,31.23,76.44,0.58,38.79,0.48,486.06,39.31,SC,IKS,1,SC
https://www.screener.in/company/AEGISLOG/consolidated/,781.95,32.62,47.48,16.47,6.66,27441.25,14.74,15.13,-6.35,12.5,32.79,15.05,14.21,1.06,706.89,59.56,SC,AEGISLOG,0,SC
https://www.screener.in/company/PPLPHARMA/consolidated/,206.33,49.23,300.93,0.69,3.37,27423.75,6.53,1.14,11.99,475.68,581.18,0,,0.6,91.13,53.99,SC,PPLPHARMA,1,SC
https://www.screener.in/company/DELHIVERY/consolidated/,367.05,93.01,163.9,2.17,2.9,27407.72,2.72,1.8,9.71,162.06,554,0.01,-7.61,0.15,162.11,68.94,SC,DELHIVERY,1,SC
https://www.screener.in/company/GLAND/consolidated/,1642,164.92,38.81,42.4,2.96,27111.09,11.9,7.82,-0.85,-9.52,39.23,0.2,12.44,0.03,698.53,61.7,SC,GLAND,1,SC
https://www.screener.in/company/COHANCE/consolidated/,1055.1,28.9,101.51,10.52,15.83,26878.1,16.82,14.13,13.91,-0.9,33.29,0.14,21.83,0.16,264.77,66.43,SC,COHANCE,1,SC
https://www.screener.in/company/MSUMI/,60.51,32.21,44.14,1.37,15.75,26743.12,42.54,35.9,11.91,-5.07,51.4,0.81,,0.16,605.86,36.15,SC,MSUMI,1,SC
https://www.screener.in/company/PEL/consolidated/,1173.7,57.66,54.73,21.53,0.98,26568.53,6.86,1.81,1.57,34.79,13.58,0.03,3.79,2.42,485.45,-131.76,SC,PEL,1,SC
https://www.screener.in/company/JBCHEPHARM/consolidated/,1702.3,19.25,40.28,42.37,7.72,26564.97,26.62,20.75,12.45,21.93,38.37,0.52,20.08,0.01,659.58,84.33,SC,JBCHEPHARM,1,SC
https://www.screener.in/company/NUVAMA/consolidated/,7365.5,3.84,26.92,274.13,7.59,26520.41,20.41,30.86,31.74,57.56,27.85,1.15,20.89,2.25,985.06,-16.61,SC,NUVAMA,1,SC
https://www.screener.in/company/DEEPAKNTR/consolidated/,1940.6,63.3,37.93,51.12,4.91,26449.74,16.61,13.69,7.81,-4.18,32.09,0.36,22.75,0.24,697.37,53.14,SC,DEEPAKNTR,1,SC
https://www.screener.in/company/KIMS/consolidated/,660.4,7.21,70.08,9.61,12.36,26433.26,15.14,19.02,21.49,22.31,46.63,0.27,21.74,1.2,414.8,71.4,SC,KIMS,1,SC
https://www.screener.in/company/JSWHL/consolidated/,23540,17.93,134.94,176.43,0.83,26424.63,0.82,0.69,46.31,25.89,35.53,0.01,0.94,0,195.83,72.22,SC,JSWHL,1,SC
https://www.screener.in/company/FSL/consolidated/,373.6,13.17,44.97,8.41,6.45,26414.57,14.78,15.07,25.95,14.23,20.3,0.34,15.94,0.63,594.46,58.1,SC,FSL,1,SC
https://www.screener.in/company/ABREL/consolidated/,2355.8,33.37,,-14.44,6.85,26357.19,-0.12,-2.18,-73,-268.22,91.77,,1.49,1.3,-157.44,-2372.85,SC,ABREL,1,SC
https://www.screener.in/company/ZFCVINDIA/,13856,31.71,57.22,241.81,8.19,26246.65,20.2,15.29,0.54,14.61,82.2,0.27,11.74,0.02,458.66,37.22,SC,ZFCVINDIA,1,SC
https://www.screener.in/company/PFIZER/,5706.5,13.08,40.8,167.79,6.19,26101.89,21.58,16.38,4.02,16.8,37.19,0.4,18.26,0.01,767.6,72.3,SC,PFIZER,1,SC
https://www.screener.in/company/SYNGENE/consolidated/,646.05,48.69,55.11,12.33,5.5,26017.82,13.46,10.51,4.41,-9.36,59.1,0.19,12.96,0.12,496.2,104.85,SC,SYNGENE,1,SC
https://www.screener.in/company/SUMICHEM/,518.85,21.09,51.59,10.06,8.94,25895.67,25.11,18.81,9.1,35.89,52.69,0.36,20.86,0.02,501.95,61.84,SC,SUMICHEM,1,SC
https://www.screener.in/company/NHIT/consolidated/,133.5,3.56,79.56,1.68,1.18,25856.96,3.38,1.79,142.68,10.47,55.47,0.02,,0.99,325.01,106.26,SC,NHIT,1,SC
https://www.screener.in/company/WELCORP/consolidated/,966.3,2.45,16.84,72.73,3.4,25436.45,25.62,23.13,-19.39,48.01,13.69,1.37,15.51,0.15,1902.28,60.95,SC,WELCORP,1,SC
https://www.screener.in/company/EMAMILTD/consolidated/,583.35,47.42,31.68,18.48,9.45,25434.68,33.86,31.23,6.46,12.87,34.59,0.99,31.02,0.03,802.74,82.84,SC,EMAMILTD,1,SC
https://www.screener.in/company/RPOWER/consolidated/,61.64,508.27,,7.34,1.52,25398.4,6.05,-1.31,-3.92,90.99,16.1,,-6.95,0.93,2947.83,69.65,SC,RPOWER,1,SC
https://www.screener.in/company/AFFLE/consolidated/,1799.2,4.71,66.2,27.18,8.58,25279.17,16.82,14.03,22.98,28.46,66.22,0.21,17.95,0.03,381.87,73.84,SC,AFFLE,1,SC
https://www.screener.in/company/EMCURE/consolidated/,1327.4,19.03,36.57,35.96,5.66,25173.75,20.82,18.61,18.59,36.76,47.45,0.51,21.81,0.23,707.47,55.25,SC,EMCURE,1,SC
https://www.screener.in/company/TIMKEN/,3309.6,45.57,55.66,59.48,8.75,24901.94,21,17,8.19,14.37,61.55,0.31,17.58,0.01,447.39,60.35,SC,TIMKEN,1,SC
https://www.screener.in/company/HINDCOPPER/,256.08,156.95,52.78,4.85,9.29,24730.41,23.99,18.93,20.62,58.64,53.91,0.36,16.78,0.06,468.53,66.7,SC,HINDCOPPER,1,SC
https://www.screener.in/company/BAYERCROP/,5498,30.9,43.53,126.38,8.67,24722.47,24.76,19.93,7.25,-23.49,38.02,0.46,23.04,0.04,568,32.37,SC,BAYERCROP,1,SC
https://www.screener.in/company/MRPL/consolidated/,141.07,105.04,439.35,0.32,1.91,24695.95,4.33,0.43,4.73,-98.48,9.68,0,19.54,1.01,56.21,75.9,SC,MRPL,1,SC
https://www.screener.in/company/MINDSPACE/consolidated/,403,13.1,51.33,7.82,1.75,24530.27,6.53,3.39,8.04,-12.47,45.12,0.07,3.15,0.72,513.75,104.27,SC,MINDSPACE,1,SC
https://www.screener.in/company/HSCL/consolidated/,496.4,38.74,44.16,11.25,6.58,24511.27,22.01,16.4,10.22,35.4,34.25,0.37,11.16,0.08,555.1,49.33,SC,HSCL,1,SC
https://www.screener.in/company/WOCKPHARMA/consolidated/,1505.4,32.81,,-2.89,5.62,24466.97,3.75,-1.22,7.65,88.43,8.74,,-0.12,0.46,-57,-4.84,SC,WOCKPHARMA,1,SC
https://www.screener.in/company/ASTRAZEN/,9790,2.66,139.72,46.3,31.77,24457.43,33.44,23.62,32.48,17.44,107.79,0.17,21.22,0.05,115.74,22.19,SC,ASTRAZEN,1,SC
https://www.screener.in/company/SHYAMMETL/consolidated/,870,9.99,26.72,32.53,2.3,24267.65,12.05,8.99,14.72,-11.09,12.28,0.34,16.09,0.07,909.26,93.7,SC,SHYAMMETL,1,SC
https://www.screener.in/company/SUNTV/consolidated/,614.85,78.55,13.87,43.21,2.08,24204.9,20.45,15.73,-6.24,-8.92,13.2,1.13,19.1,0.01,1703.64,58.86,SC,SUNTV,1,SC
https://www.screener.in/company/INOXWIND/consolidated/,184,42.45,53.79,3.44,4.75,23988.5,11.47,13.23,104.06,1543.17,119.93,0.25,-11.27,0.3,437.62,15.3,SC,INOXWIND,1,SC
https://www.screener.in/company/TATACHEM/consolidated/,934.1,44.49,89.37,9.22,1.1,23820.17,4.15,1.22,-3.46,-45.31,22.13,0.01,4.89,0.33,387,75.51,SC,TATACHEM,1,SC
https://www.screener.in/company/LALPATHLAB/consolidated/,2846.2,49.16,48.69,58.28,10.95,23793.55,28.88,24.3,10.54,36.55,71.8,0.5,21.89,0.07,492.25,71.9,SC,LALPATHLAB,1,SC
https://www.screener.in/company/RAMCOCEM/consolidated/,1005.05,12.7,232.41,11.54,3.19,23733.22,4.76,1.39,-9.15,-71.12,49.36,0.01,7.45,0.63,269.57,109.82,SC,RAMCOCEM,1,SC
https://www.screener.in/company/KEC/consolidated/,889.25,47.68,41.41,21.44,4.43,23635.18,16,12.09,9.7,64.79,37.84,0.29,10.54,0.74,570.74,26.61,SC,KEC,1,SC
https://www.screener.in/company/EIHOTEL/consolidated/,374.6,51.09,30.82,11.82,5.08,23419.89,23.19,17.77,9.23,17.93,39.32,0.58,7.25,0.06,769.9,68.07,SC,EIHOTEL,1,SC
https://www.screener.in/company/SKFINDIA/,4708.8,56.09,41.12,114.45,8.96,23266.38,28.83,21.43,7.65,2.66,43.5,0.52,21.75,0,565.81,23.98,SC,SKFINDIA,1,SC
https://www.screener.in/company/PSB/,32.72,357.52,22.87,1.43,1.74,23230.96,5.98,7.03,18.44,70.67,21.33,0.31,1.97,10.78,1015.83,-25.38,SC,PSB,1,SC
https://www.screener.in/company/TVSHLTD/consolidated/,11373,33.1,20,576.33,4.9,22989.05,15.33,30.55,11.79,43.65,18.52,1.53,18.99,6.93,2409.25,51.35,SC,TVSHLTD,1,SC
https://www.screener.in/company/POLYMED/consolidated/,2232.9,50.38,66.85,33.41,8.18,22632.1,20.24,15.99,21.45,30.89,60.45,0.24,16.42,0.07,338.56,43.94,SC,POLYMED,1,SC
https://www.screener.in/company/CROMPTON/consolidated/,351.65,45.83,40.7,8.64,6.68,22628.18,19.01,17.4,7.53,26.38,41.68,0.43,21.2,0.14,564.08,77.05,SC,CROMPTON,1,SC
https://www.screener.in/company/ABSLAMC/consolidated/,778.7,17.11,24.13,32.26,6.03,22454.08,35.5,26.99,3.01,19.26,19.58,1.12,28.96,0.02,930.6,54.92,SC,ABSLAMC,1,SC
https://www.screener.in/company/CESC/consolidated/,168.08,26.55,16.27,10.33,1.86,22278.85,10.88,11.67,11.17,1.34,7.81,0.72,12.55,1.5,1428,59.89,SC,CESC,1,SC
https://www.screener.in/company/ERIS/consolidated/,1638.3,1.59,63.32,25.84,7.82,22276.8,12.25,12.93,44.02,-9.62,26.32,0.2,18.09,0.87,374.67,102.84,SC,ERIS,1,SC
https://www.screener.in/company/ONESOURCE/consolidated/,1934.4,3.52,270.78,-1.57,3.76,22130.87,5.39,2.6,740.42,130.34,233.89,0.01,,0.16,-17.97,-14.02,SC,ONESOURCE,1,SC
https://www.screener.in/company/REDINGTON/consolidated/,282.7,8.59,18.79,20.53,2.53,22108.74,17.87,14.46,11.18,-3.12,10.67,0.77,18.35,0.32,1820.62,12.97,SC,REDINGTON,1,SC
https://www.screener.in/company/NAVINFLUOR/consolidated/,4433.6,11.65,76.21,58.19,8.37,21992.7,11.68,11.52,13.77,25.48,71.01,0.15,13.86,0.56,288.58,98.85,SC,NAVINFLUOR,1,SC
https://www.screener.in/company/HATSUN/,984.45,52.93,76.8,12.81,12.72,21922.88,13.27,17.32,8.47,11.34,95.11,0.23,18.03,1.49,285.44,139.68,SC,HATSUN,1,SC
https://www.screener.in/company/PTCIL/consolidated/,14604,23.22,354.71,40.72,15.78,21903.19,7.75,6.08,19.93,45.95,251.49,0.02,,0.04,61.02,12.42,SC,PTCIL,1,SC
https://www.screener.in/company/PGEL/consolidated/,772.55,36.55,76.04,10.17,7.73,21884.32,19.36,14.89,77.3,112.84,54.32,0.2,,0.14,287.8,-14.75,SC,PGEL,1,SC
https://www.screener.in/company/ATUL/consolidated/,7378,48.76,44.88,164.37,3.88,21720.18,12.72,9.03,18.15,55.78,41.04,0.2,11.34,0.04,498.83,58.37,SC,ATUL,1,SC
https://www.screener.in/company/FIRSTCRY/consolidated/,414.9,76.97,,-3.67,4.56,21641.18,-0.4,-4.07,18.19,41.28,,,-4.59,0.33,-264.81,41.78,SC,FIRSTCRY,1,SC
https://www.screener.in/company/CHAMBLFERT/consolidated/,540.05,37.48,13.12,41.17,2.48,21639.19,27.87,20.62,-7.35,35.43,10.51,1.57,21.32,0.01,1649.39,49.25,SC,CHAMBLFERT,1,SC
https://www.screener.in/company/AMBER/consolidated/,6396.5,27.84,88.83,72.01,9.47,21635.19,14.42,11.2,48.2,81.94,88.92,0.13,8.13,0.9,251.15,88.09,SC,AMBER,1,SC
https://www.screener.in/company/BASF/consolidated/,4994,75.21,47.19,110.67,5.95,21620.86,17.56,13.36,10.84,-18.5,53.65,0.28,,0.05,479.06,45.85,SC,BASF,1,SC
https://www.screener.in/company/FIVESTAR/,730.8,29.14,20.07,36.43,3.41,21520.42,16.31,18.65,30.46,28.3,27.66,0.93,16.89,1.26,1072.49,-49.08,SC,FIVESTAR,1,SC
https://www.screener.in/company/KFINTECH/consolidated/,1248.3,31.49,64.6,19.33,15.26,21486.51,34.21,26.1,30.23,35.19,46.9,0.4,21.95,0.03,332.63,77.2,SC,KFINTECH,1,SC
https://www.screener.in/company/OLAELEC/consolidated/,48.67,223.67,,-5.16,4.17,21458.76,-28.1,-107.57,-9.9,-41.03,,,,0.69,-2276,181,SC,OLAELEC,1,SC
https://www.screener.in/company/CASTROLIND/,216.85,31.15,22.71,9.55,9.41,21449.12,55.16,41.83,6.97,7.58,17.78,1.84,44.15,0.04,944.45,76.93,SC,CASTROLIND,1,SC
https://www.screener.in/company/CAMS/,4262.1,25.94,47.77,89.22,20.34,21068.63,57.21,45.94,26.5,35.17,44.96,0.96,44.06,0.07,441.02,67.15,SC,CAMS,1,SC
https://www.screener.in/company/SUNDRMFAST/consolidated/,1002,50.29,39.03,25.66,5.53,21042.29,17.12,14.91,5.1,3.27,43.9,0.38,16.5,0.22,541.75,43.53,SC,SUNDRMFAST,1,SC
https://www.screener.in/company/MANAPPURAM/consolidated/,247.56,0.56,17.88,14.37,1.69,20970.43,11.04,9.78,13.48,-46.4,7.78,0.55,17.21,2.9,1172.88,-8.52,SC,MANAPPURAM,1,SC
https://www.screener.in/company/NXST/consolidated/,137.87,13.15,43.25,3.19,1.48,20879.66,5.65,3.32,20.21,-13.17,37.95,0.08,,0.38,482.82,91.31,SC,NXST,1,SC
https://www.screener.in/company/DEVYANI/consolidated/,171.1,33.11,,0.08,18.86,20678.74,6.28,-0.64,39.22,-113.84,121.91,,,2.91,-6.9,106.22,SC,DEVYANI,1,SC
https://www.screener.in/company/IRCON/consolidated/,218.52,60.92,28.26,7.73,3.25,20556.86,12.1,11.93,-12.74,-19.81,10.87,0.42,13.3,0.68,727.83,-86.95,SC,IRCON,1,SC
https://www.screener.in/company/GRINDWELL/consolidated/,1841.8,60.71,55.35,33.3,9.04,20408.46,22.27,17.11,4.65,0.48,62.17,0.31,18.64,0.04,371.27,77.19,SC,GRINDWELL,1,SC
https://www.screener.in/company/CHALET/consolidated/,920.85,14.29,141.71,6.53,6.6,20193.42,11.3,5.82,21.21,-48.65,68.8,0.04,4.31,0.85,142.5,123.08,SC,CHALET,1,SC
https://www.screener.in/company/CONCORDBIO/consolidated/,1926.6,38.27,54.27,35.52,11.12,20168.98,29.54,22.26,18.01,24.88,55.21,0.41,21.06,0,371.64,44.5,SC,CONCORDBIO,1,SC
https://www.screener.in/company/KANSAINER/consolidated/,249.15,81.95,31.64,14.14,3.14,20147.6,13.99,10.61,0.28,-1.52,54.72,0.34,11.09,0.05,1109.33,62.17,SC,KANSAINER,1,SC
https://www.screener.in/company/RATNAMANI/consolidated/,2860.4,39.09,36.91,77.61,5.51,19988.15,21.57,15.98,2.52,-12.83,35.22,0.43,17.95,0.04,541.57,60.72,SC,RATNAMANI,1,SC
https://www.screener.in/company/MANYAVAR/,819.7,84.46,51.25,15.99,11.15,19910.43,26.66,22.96,1.58,-3.08,75.49,0.45,24.77,0.27,388.47,53.4,SC,MANYAVAR,1,SC
https://www.screener.in/company/ANANTRAJ/consolidated/,575.8,64.62,46.45,12.4,4.75,19768.41,11.17,10.89,38.88,63.12,46.34,0.23,6,0.12,425.82,18.16,SC,ANANTRAJ,1,SC
https://www.screener.in/company/KPIL/consolidated/,1149.8,26.03,34.62,34.3,3.01,19637.14,14.06,9.74,13.7,11,19.15,0.28,10.37,0.66,567.27,48.19,SC,KPIL,1,SC
https://www.screener.in/company/DEEPAKFERT/consolidated/,1544.6,3.25,20.88,73.95,3.13,19496.79,16.02,16.03,18.14,132.3,10.79,0.77,16.87,0.67,944.67,93.72,SC,DEEPAKFERT,1,SC
https://www.screener.in/company/APLLTD/consolidated/,987.6,32.03,33.99,29.68,3.74,19423.54,13.13,11.42,7.12,-6.76,28.25,0.34,13.46,0.24,582.01,8.36,SC,APLLTD,1,SC
https://www.screener.in/company/VINATIORGA/,1869.2,27.17,46.7,40.05,6.9,19390.77,20.56,15.75,18.32,28.4,51.49,0.34,17.52,0.02,415.23,78.54,SC,VINATIORGA,1,SC
https://www.screener.in/company/AADHARHFC/consolidated/,449.45,14.98,21.25,21.14,3.04,19378.71,11.42,16.85,20.13,21.59,21.98,0.79,16.41,2.56,911.83,-127.58,SC,AADHARHFC,1,SC
https://www.screener.in/company/IIFL/consolidated/,451.05,51.66,33.78,8.92,1.54,19178.94,8.76,4.93,-2.49,-67.58,12.17,0.15,14.39,4.15,578.16,-84.59,SC,IIFL,1,SC
https://www.screener.in/company/KIOCL/,315.7,82.88,,-3.37,11.21,19177.52,-9.48,-11.27,-68.15,-141.71,103.52,,2.31,0.11,-204.58,-228.4,SC,KIOCL,1,SC
https://www.screener.in/company/CREDITACC/,1199.8,49.69,36.08,33.27,2.75,19173.68,9.52,7.86,12.37,-63.25,24.6,0.22,13.58,2.94,531.4,41.39,SC,CREDITACC,1,SC
https://www.screener.in/company/KARURVYSYA/,238.03,3.41,9.87,24.12,1.61,19165.44,7.39,17.68,17.97,21.44,9.59,1.79,13.38,8.66,1941.64,56.03,SC,KARURVYSYA,1,SC
https://www.screener.in/company/BIKAJI/consolidated/,757.3,33.1,97.66,8.01,13.72,18981.12,18.07,14.94,12.56,-26.33,75.06,0.15,16.68,0.17,194.35,53.57,SC,BIKAJI,1,SC
https://www.screener.in/company/SCHNEIDER/,792.4,23.67,74.37,11.2,33.72,18927.73,39.66,65.8,19.49,44.93,75.32,0.88,,0.93,267.89,75.59,SC,SCHNEIDER,1,SC
https://www.screener.in/company/TRITURBINE/consolidated/,591.75,49.56,52.68,11.24,15.46,18816.77,44.22,32.83,21.27,45.56,53.79,0.62,24.49,0.03,358.6,36.08,SC,TRITURBINE,1,SC
https://www.screener.in/company/ZENTEC/consolidated/,2083.4,26.14,67.11,31.04,11.06,18806.81,36.71,26.08,121.36,122.01,80.97,0.39,20.6,0.04,299.33,-33.87,SC,ZENTEC,1,SC
https://www.screener.in/company/ZENSARTECH/consolidated/,822.7,19.73,28.77,28.61,4.59,18697.57,22.03,17.03,7.73,-0.41,23.72,0.59,16.12,0.03,649.8,57.84,SC,ZENSARTECH,1,SC
https://www.screener.in/company/GSPL/consolidated/,329,42.77,16.71,19.69,1.59,18568.15,15.04,9.89,0.44,-31.75,9.87,0.59,17.81,0.01,1637.4,91.96,SC,GSPL,1,SC
https://www.screener.in/company/BIRET/consolidated/,304.47,13.31,115.65,3.04,1.32,18498.17,5.37,1.32,37.29,4243.78,113.46,0.01,,0.65,159.95,105.14,SC,BIRET,1,SC
https://www.screener.in/company/BEML/consolidated/,4396.8,24.84,62.63,70.32,6.33,18319.97,15.65,10.53,-0.79,3.99,49.56,0.17,7.53,0.08,292.52,34.59,SC,BEML,1,SC
https://www.screener.in/company/ARE&M/,1000.1,77.58,20.77,52.66,2.48,18305.28,16.9,12.46,10.16,-1.54,17.79,0.6,13.64,0.04,963.9,79.84,SC,ARE&M,1,SC
https://www.screener.in/company/SAGILITY/consolidated/,38.89,45.13,33.78,1.15,2.18,18210.35,9.48,7.3,17.17,136.8,80.66,0.22,,0.17,539.12,89.65,SC,SAGILITY,1,SC
https://www.screener.in/company/JUBLPHARMA/consolidated/,1140,14.9,32.76,52.69,2.9,18179.3,9.54,9.5,7.93,1256.87,17.22,0.29,5.58,0.44,836.3,87.16,SC,JUBLPHARMA,1,SC
https://www.screener.in/company/CARBORUNIV/consolidated/,949.5,93.91,50.51,15.37,5.12,18078.75,15.99,10.76,4.08,-22.64,47.92,0.21,14.07,0.06,298.71,38.12,SC,CARBORUNIV,1,SC
https://www.screener.in/company/ASAHIINDIA/consolidated/,742.45,12.32,52.44,15.27,6.76,18064.97,12.64,13.72,5.85,5.58,41.43,0.26,15.5,1.01,367.3,89.91,SC,ASAHIINDIA,1,SC
https://www.screener.in/company/SIGNATURE/consolidated/,1283.1,28.36,178.6,7.19,24.81,18052.83,7.56,14.94,101.36,511.61,350.43,0.08,,1.17,101.21,272.17,SC,SIGNATURE,1,SC
https://www.screener.in/company/IEX/,202.13,57.68,43.48,4.65,16.42,18031.02,53.61,40.53,19.2,27.08,43.06,0.93,40.97,0.01,414.65,74.84,SC,IEX,1,SC
https://www.screener.in/company/SOBHA/consolidated/,1679.6,29.69,189.37,8.86,3.94,17931.59,6.44,2.68,30.41,92.19,69.02,0.01,3.43,0.26,94.69,47.78,SC,SOBHA,1,SC
https://www.screener.in/company/IFCI/consolidated/,66.03,83.55,103.61,0.63,2.05,17790.56,8.08,2.6,-5.62,66.63,87.56,0.03,-16.15,0.43,348.61,-71.79,SC,IFCI,1,SC
https://www.screener.in/company/ECLERX/consolidated/,3606.3,7.51,32.67,110.37,7.67,17677.05,29.08,23.77,15.05,7.49,19.75,0.73,24.95,0.16,541.26,73.17,SC,ECLERX,1,SC
https://www.screener.in/company/CENTURYPLY/consolidated/,789.2,18.93,90.65,8.34,7.41,17519.39,10.36,8.45,16.52,-40.45,45.44,0.09,16.35,0.67,186.08,-0.55,SC,CENTURYPLY,1,SC
https://www.screener.in/company/NEWGEN/consolidated/,1234.2,45.75,55.42,22.26,11.53,17471.53,28.62,23.01,19.54,26.37,26.61,0.42,21.82,0.04,315.24,48.88,SC,NEWGEN,1,SC
https://www.screener.in/company/VENTIVE/consolidated/,746.45,12.53,142.04,5.15,3.63,17440.95,11.77,4.78,235.73,-26.17,4.64,0.03,,0.57,165.07,83.36,SC,VENTIVE,1,SC
https://www.screener.in/company/IGIL/consolidated/,402.1,59.74,40.69,9.89,16.35,17385.68,67.94,54.37,64.94,31.54,36.98,1.34,,0.14,427.29,61.94,SC,IGIL,1,SC
https://www.screener.in/company/LMW/consolidated/,16214,18.42,168.66,96.05,6.24,17305.89,5.52,3.74,-35.86,-70.95,54.93,0.02,9.61,0,102.61,11,SC,LMW,1,SC
https://www.screener.in/company/AARTIIND/consolidated/,476.85,122.47,52.56,9.13,3.08,17292.16,6.45,6.04,14.1,-21.62,38.21,0.11,13.33,0.69,331,122.49,SC,AARTIIND,1,SC
https://www.screener.in/company/TECHNOE/consolidated/,1484.1,22.97,45.67,36.37,4.62,17267.47,16.53,12.81,51,40.85,19.71,0.28,12.23,0.01,422.95,90.75,SC,TECHNOE,1,SC
https://www.screener.in/company/EIDPARRY/consolidated/,969.45,7.48,22.86,49.41,2.17,17240.03,17.35,10.06,7.46,-15.17,10.94,0.44,13.76,0.34,1772.54,64.71,SC,EIDPARRY,1,SC
https://www.screener.in/company/DATAPATTNS/,3064.3,19.28,77.35,39.62,11.37,17155.98,21.63,15.66,36.27,24.9,68.24,0.2,16.39,0,221.81,-27.97,SC,DATAPATTNS,1,SC
https://www.screener.in/company/JWL/,399.75,87.14,45.5,8.79,6.17,16973.47,21.6,17.06,6.3,12.19,40.34,0.37,18.06,0.14,373.04,34.4,SC,JWL,1,SC
https://www.screener.in/company/CIEINDIA/consolidated/,444.55,41.37,21.18,21.18,2.56,16864.56,16.59,13.15,-4.93,-1.42,23.67,0.62,8.81,0.09,803.44,59.07,SC,CIEINDIA,1,SC
https://www.screener.in/company/HBLENGINE/consolidated/,607.05,21.84,60.74,9.99,11.35,16838.15,26.3,20.51,-11.92,-7.94,46.33,0.34,15.73,0.05,276.48,57.19,SC,HBLENGINE,1,SC
https://www.screener.in/company/ELGIEQUIP/consolidated/,529.4,50.93,47.84,11.05,8.99,16752.07,21.83,20.15,9.09,13.91,60.79,0.42,19.59,0.31,350.2,66.47,SC,ELGIEQUIP,1,SC
https://www.screener.in/company/JBMA/consolidated/,707.75,71.55,82.96,8.54,12.39,16750.78,14.18,16.04,9.24,15.46,58.98,0.19,14.51,1.95,214.63,56.69,SC,JBMA,1,SC
https://www.screener.in/company/NEULANDLAB/consolidated/,13030,38.91,82.39,202.74,10.96,16702.84,18.18,14.44,-5.24,-32.51,29.11,0.18,16,0.1,260.11,92.32,SC,NEULANDLAB,1,SC
https://www.screener.in/company/DCMSHRIRAM/consolidated/,1065.2,28.72,27.48,38.75,2.37,16605.47,11.67,8.93,10.57,43.94,18.66,0.32,12.76,0.36,604.27,76.6,SC,DCMSHRIRAM,1,SC
https://www.screener.in/company/LTFOODS/consolidated/,477.35,1.38,27.4,17.43,4.3,16588.83,19.23,16.76,11.7,2.24,10.13,0.61,17.23,0.33,611.8,42.22,SC,LTFOODS,1,SC
https://www.screener.in/company/FORCEMOT/consolidated/,12502,3.21,30.11,607.71,5.43,16469.09,29.8,20.68,15.44,40.62,26.21,0.69,7.58,0.01,800.86,84.49,SC,FORCEMOT,1,SC
